,text,emotion,X,y,NaiveBayes,SVM
0,Dutch  researchers teach selfdrivingcars to predict pedestrian behavior writes  ,neutral,"  (0, 1045)	0.39309278998417063
  (0, 2853)	0.31622570455786
  (0, 3420)	0.35175492013992155
  (0, 3078)	0.054944774643027675
  (0, 2598)	0.4019878729731743
  (0, 2485)	0.3635207066267565
  (0, 332)	0.4128745747011769
  (0, 3904)	0.39309278998417063",neutral,neutral,neutral
2,RT  Training AI for selfdrivingcars is an immense undertaking Plan for scale New NVIDIA developer blog post ,neutral,"  (0, 3078)	0.0548373698393164
  (0, 2959)	0.14977133968919695
  (0, 3563)	0.3923243810822711
  (0, 70)	0.1654031668816127
  (0, 2534)	0.31560755369734306
  (0, 3006)	0.4120674968135841
  (0, 2309)	0.20975159879893004
  (0, 2349)	0.30507910681268174
  (0, 905)	0.42607546035140925
  (0, 380)	0.3336999176258018
  (0, 2582)	0.3064508176531068",neutral,neutral,neutral
4,Autonomous cars work better as a pair than solo new research autonomousdriving selfdrivingcars transport ,positive,"  (0, 3078)	0.06681901998874736
  (0, 2309)	0.255581117655444
  (0, 252)	0.22827962616764544
  (0, 509)	0.16079282951536167
  (0, 3884)	0.3434404942097211
  (0, 350)	0.3455225165811172
  (0, 3228)	0.4888624240237387
  (0, 2851)	0.3314414675949344
  (0, 256)	0.34142906262511763
  (0, 3574)	0.3866480126968962",positive,positive,positive
6,RT SpirosMargaris To Survive the StreetsSelfDrivingCars Have to Start Thinking Like Humans fintech EricAda,positive,"  (0, 2959)	0.2151154885518665
  (0, 3382)	0.38685152156931824
  (0, 3338)	0.3979438348655175
  (0, 3291)	0.37809802369326345
  (0, 3499)	0.38874181787185813
  (0, 2021)	0.32446811733208536
  (0, 1661)	0.3402653875935415
  (0, 1314)	0.3613495834989176",positive,neutral,neutral
8,The human perspective on moral decisions made by selfdrivingcars MoralMachine MachineIntelligence crowdsourcing ,positive,"  (0, 3078)	0.05993003936446972
  (0, 1657)	0.2790446941283019
  (0, 2507)	0.46564448998768443
  (0, 2232)	0.37656463734454776
  (0, 839)	0.4287589953857427
  (0, 2092)	0.4384611495422501
  (0, 766)	0.4287589953857427",positive,positive,positive
10,RT  Curious about how congress approaches selfdrivingcars safety Check out my piece on the automatedvehicles bills httpstc,neutral,"  (0, 3078)	0.053190424406570416
  (0, 2959)	0.14527321688388836
  (0, 779)	0.35191373140898324
  (0, 682)	0.4132790218007079
  (0, 2980)	0.2402485680591606
  (0, 564)	0.3045276530772721
  (0, 2525)	0.33726507713254
  (0, 231)	0.3478041736901721
  (0, 366)	0.38915266663034637
  (0, 1650)	0.38054159774544",neutral,positive,positive
12,Its like a piece of  carry on luggage Stackable selfdrivingcars AutonomousVehicles ,positive,"  (0, 3078)	0.06299772168631386
  (0, 2021)	0.25952385826102065
  (0, 2525)	0.39945030897486833
  (0, 508)	0.4894797716819298
  (0, 2079)	0.4894797716819298
  (0, 3277)	0.4894797716819298
  (0, 264)	0.22438084601442096",positive,positive,positive
14,Can LeBron James make us less afraid of selfdriving carslebronjames selfdrivingcars future redits to ,positive,"  (0, 3078)	0.05614888742762359
  (0, 1987)	0.43626569124385284
  (0, 1867)	0.4017074045135339
  (0, 2105)	0.2553455796653448
  (0, 57)	0.3814921026871278
  (0, 3071)	0.13885373337913418
  (0, 513)	0.43626569124385284
  (0, 1396)	0.1856805180669448
  (0, 2792)	0.43626569124385284",positive,positive,positive
16,A  testing inner city selfdrivingcars is going to a lot of mobility options ecotransitchat,positive,"  (0, 3078)	0.058418330350371826
  (0, 3475)	0.23110689030978887
  (0, 1765)	0.4538988115208566
  (0, 586)	0.26898337697178587
  (0, 1464)	0.299375388747918
  (0, 2071)	0.3554910106534564
  (0, 2217)	0.2709787078596416
  (0, 2420)	0.4389761074618095
  (0, 1065)	0.4274011589411475",positive,positive,positive
18,RT  Amber was in Brussels today for a discussion with the EN on AI and selfdrivingcars Do you think we need a cod,neutral,"  (0, 3078)	0.06219561764185113
  (0, 2959)	0.16986812103337773
  (0, 70)	0.1875974751207783
  (0, 107)	0.38130953924232996
  (0, 440)	0.38130953924232996
  (0, 3531)	0.3077356610294032
  (0, 944)	0.3542736379072028
  (0, 1123)	0.3375024040388399
  (0, 3498)	0.2795246892612977
  (0, 2296)	0.28092289626784817
  (0, 614)	0.38745211139611363",neutral,positive,positive
20,Why SelfDrivingCars are an Incredibly Bad Idea,negative,"  (0, 3078)	0.08772614891514381
  (0, 1740)	0.6816147345031407
  (0, 296)	0.5076270371116559
  (0, 1687)	0.5196347445061507",negative,positive,negative
22,RT  Amber was in Brussels today for a discussion with the EN on AI and selfdrivingcars Do you think we need a cod,neutral,"  (0, 3078)	0.06219561764185113
  (0, 2959)	0.16986812103337773
  (0, 70)	0.1875974751207783
  (0, 107)	0.38130953924232996
  (0, 440)	0.38130953924232996
  (0, 3531)	0.3077356610294032
  (0, 944)	0.3542736379072028
  (0, 1123)	0.3375024040388399
  (0, 3498)	0.2795246892612977
  (0, 2296)	0.28092289626784817
  (0, 614)	0.38745211139611363",neutral,positive,positive
24,A    partnership will get selfdrivingcars done sooner rather than later ecotransitchat,positive,"  (0, 3078)	0.07508699859986277
  (0, 1065)	0.5493527464841247
  (0, 2468)	0.46034415164224085
  (0, 3238)	0.45056965066098176
  (0, 1954)	0.5269191157318547",positive,positive,positive
26,RT D selfdrivingcars could be on California roads by June DMV says ,positive,"  (0, 3078)	0.08579440593908232
  (0, 2959)	0.23432092299442303
  (0, 476)	0.3404544830521938
  (0, 2919)	0.3459112753695675
  (0, 1894)	0.644689674204237
  (0, 965)	0.3706441605888817
  (0, 3004)	0.3862218141097969",positive,positive,positive
28,Is  the next     oin founder of   SelfDrivingCars revolutionary at startupgrind ,positive,"  (0, 3078)	0.0673406732397204
  (0, 2381)	0.5232236417439632
  (0, 1364)	0.4645752035469932
  (0, 2877)	0.48177708062677765
  (0, 3296)	0.5232236417439632",positive,positive,positive
30,RT  Why see what selfdrivingcars see Transparancy in AI MachineLearning will build trust  aid adoption,positive,"  (0, 3078)	0.06201160109413487
  (0, 2959)	0.16936553666514123
  (0, 70)	0.1870424353761648
  (0, 3572)	0.48181781075080166
  (0, 2093)	0.29156116180961655
  (0, 448)	0.3420147230084582
  (0, 3601)	0.3420147230084582
  (0, 72)	0.48181781075080166
  (0, 45)	0.38630576696466107",positive,positive,positive
32,To Survive the Streets SelfDriving Cars Must Learn to Think Like Humans  ArtificialIntelligence SelfDrivingCars,positive,"  (0, 3078)	0.0755358598121686
  (0, 509)	0.18176897283317933
  (0, 3382)	0.37100341156821925
  (0, 2021)	0.311175662401397
  (0, 1661)	0.32632576737368735
  (0, 3071)	0.18679686489678357
  (0, 3498)	0.3394795090494249
  (0, 3337)	0.39429042145952997
  (0, 1982)	0.40379115041942704
  (0, 179)	0.3894103340537996",positive,neutral,neutral
